software,reference,group,score,scoreN,score1,score1N,score2,score2N,score3,score3N,score4,score4N,score5,score5N,1_2_3,1_3_1,1_3,1_5_1,1_5_2,1_6_1,1_6_2,2_1,2_2,2_3,2_4,3_1_1,3_1_2,3_1_3,3_1_4,3_1_5_1,3_1_5_2,3_1_5_3,3_1_5_4,3_2_1,3_2_2,3_2_3,3_2_4,4_1,4_2,4_3_1,4_3_2,4_3_3,4_3_4,4_3_5,5_1,5_2_1,5_2_2,5_2_3,5_2_4,5_3_1,5_3_2,5_3_3,5_4_1,5_4_2,description,link
LAPOD,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cell parameter refinement, see CCP14",http://www.iucr.org/resources/other-directories/software/lapod
LAPODS,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgraded version of LAPOD for refinment of lattice parameters.,http://www.iucr.org/resources/other-directories/software/lapods
LASE,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXAFS analysis of bioorganic compounds.,http://www.iucr.org/resources/other-directories/software/lase
Lasergene,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suite for sequencing, primer design, sequence alignment,",http://www.iucr.org/resources/other-directories/software/lasergene
LASSAP,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LASSAP stands for LArge Scale Sequence compArison Package. LASSAP is an extensible, high performance , parallel sequence comparison software. It currently implements all major sequence comparison algorithms (Fasta, Blast, Smith/Waterman), and others string matching and pattern matching algorithms.",http://www.iucr.org/resources/other-directories/software/lassap
LatticeViewer,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allows a user to view and rotate a structure of atoms (including their interatomic bonds) on a web browser. A simple data file contains the xyz positions of the atoms, the relative atom sizes, the colours to be used for each atom, the connectivity of the atoms, and the corners of a unit cell box (is desired).",http://www.iucr.org/resources/other-directories/software/latticeviewer
LaueCell,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indexing of (macromolecular) Laue X-ray diffraction patterns, where the unit cell does not have to be known a priori .",http://www.iucr.org/resources/other-directories/software/lauecell
LAUEGEN,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-Window program which carries out the stages of processing Laue diffraction data up to and including the integration of spot intensities. See also INTLDM for the standalone program.,http://www.iucr.org/resources/other-directories/software/lauegen
LaueX,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simulation and indexation of Laue diagrams.,http://www.iucr.org/resources/other-directories/software/lauex
LAYER,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocal lattice plotting programs for diffractometer data,http://www.iucr.org/resources/other-directories/software/layer
Lazy,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-ray and neutron powder,http://www.iucr.org/resources/other-directories/software/lazy
LAZY PULVERIX,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simulation of x-ray and neutron powder diffraction patterns. The program originally written for a main-frame computer was adapted for a PC by R.Gladyshevskii. 1994 PC version.,http://www.iucr.org/resources/other-directories/software/lazy-pulverix
LCELLS,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An efficient search engine for laboratory unit cells. The identification of previously encountered unit cells can save considerable amounts of diffractometer time by preventing the inadvertent and unwanted recollection of data sets on known compounds or phases. While published unit cells are searchable via the Cambridge Structural Database (Allen & Kennard, 1993 [PKWARE (1993). PKZIP archiver version 2.04. PKWARE Inc., Brown Deer, Wisconsin, USA.]) or the Inorganic Crystal Structure Database (Belsky et al., 2002 [Belsky, A., Hellenbrandt, M., Karen, V. L. & Luksch P. (2002). <i>Acta Cryst</i>. B<b>58</b>, 364-369.]), large numbers of unpublished local cells can pose a problem. The ability to create, update and search a database of such cells can therefore increase efficiency in the structure determination laboratory.",http://www.iucr.org/resources/other-directories/software/lcells
Linkage and Mapping,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mirror software at EBI (EMBL Outstation, Hinxton)",http://www.iucr.org/resources/other-directories/software/linkage-and-mapping
Linux4Chemistry,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directory of available software for chemistry for Linux platforms. Contains a number of software for crystallography,http://www.iucr.org/resources/other-directories/software/linux4chemistry
LOCSCL,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A program to statistically optimize local scaling of single-isomorphous-replacement and single-wavelength anomalous scattering data,http://www.iucr.org/resources/other-directories/software/locscl
LookPDF,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"provides a search on Powder Data File (PDF) database, supplied by International Centre for Diffraction Data (ICDD). Both PDF-1 and PDF-2 database formats are supported.",http://www.iucr.org/resources/other-directories/software/lookpdf
MacMolecule,,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molecular graphics program used for displaying,http://www.iucr.org/resources/other-directories/software/macmolecule
MacPDF,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Search/Retrieval program for accessing the ICDD's PDF-2 Powder Diffraction database. MacPDF incorporated general Boolean Search, stick graph display and an interactive graphical phase identification facility. From Helios Software, Box 630 Norwich VT 05055 USA, phone +1-603-643-6009, fax +1-603-643-5337.",http://www.iucr.org/resources/other-directories/software/macpdf
MacroModel,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated software for Modeling Organic and,http://www.iucr.org/resources/other-directories/software/coiled-coils-macromodel
MacStripe,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analysis pf protein sequences for alpha-helical coiled coils,http://www.iucr.org/resources/other-directories/software/macstripe
MAIN,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.iucr.org/resources/other-directories/software/main
MAINDEX,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual indexation for area-detector crystallographic data.,http://www.iucr.org/resources/other-directories/software/maindex
MapQTL,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mapping of quantitative trait loci (QTLs).,http://www.iucr.org/resources/other-directories/software/mapqtl
MAPS,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Multiple Alignment of Protein Structures for comparisons of multiple protein structures. Can automatically superimpose the 3d models, detect which residues are structural equivalent and provide the residue-to-residue alignment, calculates a score of structure diversity, which can be used to build a phylogenetic tree.",http://www.iucr.org/resources/other-directories/software/maps
MarchingCubes,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generation of ""3D"" like Fourier electron density contour maps, for small molecule crystallography and powder diffraction",http://www.iucr.org/resources/other-directories/software/marchingcubes
MarqX,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modelling of powder diffraction data. Full documentation in line. Please note download to paolo.scardi@ing.unitn.it,http://www.iucr.org/resources/other-directories/software/marqx
Match,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phase identification from X-ray powder diffraction data. Compares the user's diffraction pattern to the patterns stored in the ICDD PDF database.,http://www.iucr.org/resources/other-directories/software/match2
MatInspector,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detection of consensus matches in DNA sequences,http://www.iucr.org/resources/other-directories/software/matinspector
MCE 2005,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"group of experimental program for 3D and 2D electron density map visualization. The software is mainly focused on visualization of ELD calculated from X-ray diffraction data of small molecules, but it will work for small proteins as well.",http://www.iucr.org/resources/other-directories/software/mce-2005
McMaille,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indexing powder patterns by Monte Carlo and grid search.. The 2-theta peak positions extracted from a peak hunting program are used together with the intensities in order to build a pseudo powder pattern to which are compared patterns calculated from the cell parameters proposed by a Monte Carlo or by a grid systematic search process.,http://www.iucr.org/resources/other-directories/software/mcmaille
McStas,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ongoing project to create a general tool for simulating neutron scattering instruments. The project is conducted at Ris 006e00610074ional laboratory as part of the RTD project.,http://www.iucr.org/resources/other-directories/software/mcstas
MDBNCH,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A single run of MDBNCH performs seven independent molecular dynamics calculations, using systems of different sizes and/or using different codes. The purpose of doing this is to sample a variety of different running conditions. MDBNCH results provide information about the speed of machines in classical molecular dynamics calculations using short-range potentials and neighbor lists. More generally, they may give you a feeling about the behavior of systems on codes which are relatively small, but tend to access memory in a quite irregular way, probably causing many cache misses on recent RISC architectures.",http://www.iucr.org/resources/other-directories/software/mdbnch
MDComm,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Set of communications routines and programs which exchanges simulation data and interactive forces between NAMD and VMD.,http://www.iucr.org/resources/other-directories/software/mdcomm
MetLigDB,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MetLigDB is a publicly accessible web-based database through which the interactions between a variety of chelating groups and various central metal ions in the active site of metalloproteins can be explored in detail,http://www.iucr.org/resources/other-directories/software/metligdb
Microcomputer cristallography,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystallographic Programs for Microcomputers,http://www.iucr.org/resources/other-directories/software/microcomputer-cristallography
MicroED,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electron diffraction of extremely small three-dimensional crystals (MicroED) allows for structure determination from crystals orders of magnitude smaller than those used for X-ray crystallography. The MicroED suite was developed to accomplish the tasks of unit-cell determination, indexing, background subtraction, intensity measurement and merging, resulting in data that can be carried forward to molecular replacement and structure determination.",http://www.iucr.org/resources/other-directories/software/microed
MIMS,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Determination of structural parameters of incommensurate one-dimensionally modulated structures by an automatic search routine on four-dimensional Fourier maps.,http://www.iucr.org/resources/other-directories/software/mims
MINCRYST,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information-calculating system on crystal structure data of minerals. Includes structure Database for Minerals and formation of the Calculated Powder X-ray Diffraction Standards (CPDS) Subbase and X-ray powder diffraction analytical techniques and crystal chemical analysis. Exists as stand-alone package or Internet access (see bibliography).,http://www.iucr.org/resources/other-directories/software/mincryst
MMCIF,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macromolecular Crystallographic Information File,http://www.iucr.org/resources/other-directories/software/mmcif
mmLib,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python Macromolecular Library for the analysis and manipulation of macromolecular structural models,http://www.iucr.org/resources/other-directories/software/mmlib
MMTK,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Program library for molecular modelling applications. Its aim is to provide researchers, especially those working on the development of new modelling methods, with a code basis that can be easily extended and modified to deal with standard and non-standard problems in molecular modelling.",http://www.iucr.org/resources/other-directories/software/mmtk
Modeller,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Homology or comparative modeling of protein three-dimensional structures. The user provides an alignment of a sequence to be modeled and MODELLER automatically calculates a model containing all non-hydrogen atoms. Implements comparative protein structure modeling by satisfaction of spatial restraints and can perform many additional tasks, including de novo modeling of oligopeptides, optimization of various models of protein structure with respect to a flexibly defined objective function, multiple alignment of protein sequences and/or structures, clustering, searching of sequence databases, comparison of protein structures, etc.",http://www.iucr.org/resources/other-directories/software/modeller
MODPLT,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamamoto's software for modulated structures,http://www.iucr.org/resources/other-directories/software/modplt
Modulated Structures software,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Problems and Solutions. Software for Incommensurate/Modulated Structures,http://www.iucr.org/resources/other-directories/software/modulated-structures-software
MOE,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Molecular modelling from sequence analysis and alignment, multiple-structure alignment and superposition, remote homologue identification to 3D model building",http://www.iucr.org/resources/other-directories/software/moe
MOIL-View,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Molecular modelling from sequence analysis and alignment, multiple-structure alignment and superposition, remote homologue identification to 3D model building",http://www.iucr.org/resources/other-directories/software/moil-view
Molecular graphics packages,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,List of available software,http://www.iucr.org/resources/other-directories/software/molecular-graphics-packages
Molecular Mass calculator,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,With this program the mass of any molecule is easily calculated.,http://www.iucr.org/resources/other-directories/software/molecular-mass-calculator
Molecular Studio,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,from VisChem,http://www.iucr.org/resources/other-directories/software/molecular-studio
Molecular Surface,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molecular surfaces according to Conelly algorithm.,http://www.iucr.org/resources/other-directories/software/molecular-surface
MOLGEN,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic structure elucidation in chemistry:,http://www.iucr.org/resources/other-directories/software/molgen
MOLMOL,,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Display and analysis of macromolecular structures,http://www.iucr.org/resources/other-directories/software/molmol
Molphy,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biology software mostly for Windows NT and DEC Alpha,http://www.iucr.org/resources/other-directories/software/molphy
